age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
24,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,LessThan50K
45,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,66,Euro_2,LessThan50K
30,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
52,Private,Bachelors,Married,White-Collar,Husband,White,Male,High,None,55,United-States,GreaterThan50K
42,Other-Govt,HS-grad,Not-Married,Admin,Not-in-family,Black,Female,None,None,25,United-States,LessThan50K
49,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
20,Private,HS-grad,Never-Married,Service,Own-child,White,Male,None,None,30,United-States,LessThan50K
25,Private,Bachelors,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,LessThan50K
41,Private,Dropout,Married,Service,Husband,White,Male,None,None,55,Latin-America,LessThan50K
55,Private,HS-grad,Not-Married,Sales,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
31,Self-Employed,Associates,Married,White-Collar,Husband,White,Male,Low,None,50,United-States,LessThan50K
25,Other-Govt,Bachelors,Never-Married,Other-Occupations,Not-in-family,Black,Female,None,None,40,United-States,LessThan50K
32,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
29,Federal-Govt,HS-Graduate,Never-Married,Admin,Other-relative,White,Male,None,None,40,United-States,LessThan50K
52,Private,Dropout,Widowed,Service,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
19,Private,HS-Graduate,Never-Married,Admin,Own-child,White,Female,None,None,15,United-States,LessThan50K
43,Private,Associates,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
40,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
54,Private,Dropout,Not-Married,Service,Other-relative,White,Female,None,None,40,Latin-America,LessThan50K
35,Private,Bachelors,Not-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
34,Private,Associates,Never-Married,Other-Occupations,Not-in-family,White,Female,None,High,40,United-States,LessThan50K
35,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
57,Private,Doctorate,Married,Professional,Husband,Asian,Male,None,None,40,China,GreaterThan50K
26,Private,Bachelors,Never-Married,Service,Other-relative,White,Female,None,None,40,United-States,LessThan50K
55,Self-Employed,Bachelors,Widowed,Sales,Unmarried,White,Female,None,None,15,United-States,LessThan50K
51,Private,Bachelors,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
35,Private,Associates,Never-Married,Blue-Collar,Not-in-family,Black,Male,None,None,30,Latin-America,LessThan50K
31,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
17,Private,Dropout,Never-Married,Admin,Own-child,White,Female,None,None,8,United-States,LessThan50K
38,Private,HS-grad,Married,Blue-Collar,Wife,White,Female,None,None,40,United-States,LessThan50K
39,Federal-Govt,Prof-School,Married,Professional,Husband,White,Male,None,Low,50,United-States,GreaterThan50K
29,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
39,Private,Associates,Not-Married,Sales,Unmarried,White,Female,None,None,40,United-States,LessThan50K
42,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
46,Other-Govt,Masters,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
73,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,25,United-States,LessThan50K
47,Other-Govt,HS-Graduate,Not-Married,Professional,Not-in-family,White,Female,None,Low,40,United-States,LessThan50K
28,Private,HS-grad,Never-Married,Sales,Unmarried,White,Female,None,None,70,United-States,LessThan50K
27,Private,Dropout,Never-Married,Sales,Other-relative,White,Male,None,High,40,United-States,LessThan50K
38,Private,Prof-School,Never-Married,White-Collar,Not-in-family,White,Male,None,None,40,United-States,GreaterThan50K
19,Private,HS-grad,Never-Married,Sales,Not-in-family,White,Male,None,None,35,United-States,LessThan50K
60,Other-Govt,Associates,Not-Married,Professional,Unmarried,White,Male,None,None,40,United-States,GreaterThan50K
24,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
52,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
36,Private,Bachelors,Not-Married,White-Collar,Not-in-family,White,Female,None,None,45,United-States,LessThan50K
26,Other-Govt,Masters,Never-Married,Professional,Not-in-family,White,Female,None,None,40,British-Commonwealth,LessThan50K
28,Other-Govt,Bachelors,Never-Married,Professional,Own-child,White,Male,None,None,16,United-States,LessThan50K
38,Self-Employed,Bachelors,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
47,Private,Masters,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
50,Private,Bachelors,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,GreaterThan50K
27,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
47,Private,HS-Graduate,Widowed,Professional,Unmarried,White,Female,None,None,40,United-States,LessThan50K
36,Private,Dropout,Married,Blue-Collar,Own-child,White,Female,Low,None,40,United-States,LessThan50K
49,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,Black,Male,None,None,40,United-States,LessThan50K
63,Private,HS-grad,Not-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
36,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,70,United-States,GreaterThan50K
42,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,None,None,35,United-States,LessThan50K
28,Private,Masters,Never-Married,White-Collar,Not-in-family,Black,Female,None,None,45,United-States,LessThan50K
38,Private,HS-grad,Married,Admin,Wife,White,Female,None,None,22,United-States,LessThan50K
43,Private,Bachelors,Married,Professional,Husband,White,Male,None,High,40,United-States,GreaterThan50K
49,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
59,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
25,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
26,Private,Associates,Never-Married,Professional,Not-in-family,White,Female,None,None,36,United-States,LessThan50K
59,Private,HS-Graduate,Not-Married,Professional,Not-in-family,White,Female,None,None,48,United-States,LessThan50K
34,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
34,Private,Masters,Married,Professional,Husband,Asian,Male,None,None,43,British-Commonwealth,GreaterThan50K
67,Private,HS-grad,Widowed,Service,Not-in-family,White,Female,None,None,24,United-States,LessThan50K
45,Private,Associates,Not-Married,White-Collar,Not-in-family,White,Female,None,None,44,United-States,LessThan50K
64,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
51,Private,Masters,Married,Professional,Husband,White,Male,None,None,38,British-Commonwealth,GreaterThan50K
31,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,55,United-States,GreaterThan50K
42,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,None,None,45,United-States,GreaterThan50K
65,Private,Dropout,Married,Service,Husband,Asian,Male,None,None,40,United-States,LessThan50K
23,Private,HS-Graduate,Never-Married,Admin,Not-in-family,White,Male,None,None,20,United-States,LessThan50K
31,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
33,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
17,Other-Govt,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,35,United-States,LessThan50K
63,Private,Masters,Married,Blue-Collar,Husband,White,Male,None,None,46,United-States,LessThan50K
48,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,60,United-States,GreaterThan50K
45,Other-Govt,Associates,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
17,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,None,None,10,United-States,LessThan50K
26,Other-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
38,Federal-Govt,HS-Graduate,Not-Married,Other-Occupations,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
29,Private,HS-grad,Married,White-Collar,Wife,White,Female,None,None,40,Latin-America,LessThan50K
44,Private,HS-Graduate,Widowed,Admin,Unmarried,White,Female,None,None,32,United-States,LessThan50K
43,Federal-Govt,Masters,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
39,Other-Govt,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
43,Private,HS-grad,Never-Married,Service,Not-in-family,Black,Male,None,None,40,Latin-America,LessThan50K
23,Private,HS-grad,Never-Married,Admin,Unmarried,White,Female,None,None,45,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Service,Own-child,Asian,Female,None,None,40,United-States,LessThan50K
49,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,British-Commonwealth,LessThan50K
52,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,LessThan50K
32,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
38,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,LessThan50K
44,Private,HS-Graduate,Not-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
63,Private,Dropout,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
21,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Male,None,None,40,South-America,LessThan50K
32,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
24,Self-Employed,HS-grad,Not-Married,Service,Unmarried,White,Female,None,None,50,United-States,LessThan50K
50,Other-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,LessThan50K
26,Self-Employed,Bachelors,Married,Sales,Husband,White,Male,None,None,80,United-States,GreaterThan50K
35,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,35,United-States,LessThan50K
31,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,None,None,44,United-States,GreaterThan50K
24,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Other,Male,None,None,66,Latin-America,LessThan50K
40,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,56,United-States,LessThan50K
31,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,None,None,55,United-States,LessThan50K
43,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,Euro_2,LessThan50K
44,Private,HS-grad,Married,Sales,Husband,White,Male,None,None,35,United-States,GreaterThan50K
40,Private,Bachelors,Never-Married,Professional,Other-relative,White,Female,None,None,40,United-States,LessThan50K
52,Other-Govt,HS-Graduate,Married,Other-Occupations,Husband,White,Male,Low,None,42,United-States,LessThan50K
51,Self-Employed,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
39,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,None,None,40,United-States,LessThan50K
40,Private,Associates,Married,Sales,Husband,White,Male,High,None,50,United-States,GreaterThan50K
40,Self-Employed,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,35,United-States,LessThan50K
33,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
38,Other-Govt,HS-Graduate,Married,Other-Occupations,Husband,White,Male,None,None,60,United-States,GreaterThan50K
29,Private,Associates,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,50,United-States,LessThan50K
37,Private,HS-Graduate,Not-Married,Admin,Not-in-family,Black,Female,None,None,37,United-States,LessThan50K
37,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,High,None,45,United-States,GreaterThan50K
19,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
46,Other-Govt,HS-grad,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,LessThan50K
46,Private,Associates,Married,White-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
37,Private,HS-Graduate,Never-Married,Other-Occupations,Own-child,Black,Male,None,None,30,United-States,LessThan50K
38,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,None,None,43,United-States,LessThan50K
26,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
34,Private,Bachelors,Never-Married,Service,Not-in-family,White,Female,None,None,35,United-States,LessThan50K
57,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,40,United-States,LessThan50K
33,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,65,United-States,LessThan50K
26,Other-Govt,HS-Graduate,Never-Married,Other-Occupations,Own-child,White,Male,None,None,40,United-States,LessThan50K
20,Private,HS-grad,Never-Married,Sales,Not-in-family,White,Female,None,None,84,United-States,LessThan50K
38,Private,Bachelors,Married,Professional,Husband,White,Male,Low,None,60,United-States,GreaterThan50K
61,Private,HS-Graduate,Married,Service,Husband,White,Male,None,None,6,United-States,LessThan50K
17,Private,HS-Graduate,Never-Married,Blue-Collar,Own-child,White,Male,None,None,16,United-States,LessThan50K
40,Private,HS-Graduate,Married,Blue-Collar,Husband,Other,Male,None,None,40,United-States,GreaterThan50K
18,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,16,United-States,LessThan50K
21,Private,Associates,Never-Married,Sales,Own-child,White,Female,None,None,32,United-States,LessThan50K
41,Private,HS-grad,Never-Married,Service,Own-child,White,Male,None,None,40,South-America,LessThan50K
46,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
55,Federal-Govt,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
27,Private,Associates,Never-Married,Sales,Not-in-family,White,Male,None,None,52,United-States,LessThan50K
39,Private,HS-grad,Married,Service,Husband,White,Male,None,None,42,United-States,LessThan50K
36,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Black,Male,None,None,48,United-States,LessThan50K
51,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,LessThan50K
27,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
30,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
42,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Male,None,None,47,United-States,LessThan50K
23,Private,Bachelors,Never-Married,Service,Own-child,White,Female,None,None,20,United-States,LessThan50K
56,Private,Associates,Married,White-Collar,Husband,White,Male,High,None,40,United-States,GreaterThan50K
41,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
49,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,46,United-States,LessThan50K
46,Federal-Govt,Associates,Not-Married,Blue-Collar,Not-in-family,Amer-Indian,Female,None,None,60,United-States,LessThan50K
54,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,Euro_2,LessThan50K
38,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,Low,None,43,United-States,GreaterThan50K
45,Self-Employed,Prof-School,Married,Professional,Husband,Asian,Male,None,None,50,British-Commonwealth,GreaterThan50K
50,Self-Employed,Prof-School,Married,Professional,Husband,White,Male,None,High,30,United-States,GreaterThan50K
22,Private,HS-Graduate,Never-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
31,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,British-Commonwealth,LessThan50K
